	Activity_ID	Quality	source	CID	SMILES	connectivity	InChIKey	InChI	InChI_AuxInfo	target_id	TID	accession	Protein_Type	AID	doc_id	Year	all_doc_ids	all_years	type_IC50	type_EC50	type_KD	type_Ki	type_other	Activity_class	relation	pchembl_value	pchembl_value_Mean	pchembl_value_StdDev	pchembl_value_SEM	pchembl_value_N	pchembl_value_Median	pchembl_value_MAD
679562	GNIXBCJHUYMUPB_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.259007	O=C(O)c1ccc(-n2nnnc2SC2=CS(=O)(=O)c3ccccc23)cc1	GNIXBCJHUYMUPB	GNIXBCJHUYMUPB-UHFFFAOYSA-N	InChI=1S/C16H10N4O4S2/c21-15(22)10-5-7-11(8-6-10)20-16(17-18-19-20)25-13-9-26(23,24)14-4-2-1-3-12(13)14/h1-9H,(H,21,22)	"""AuxInfo=1/1/N:22,21,23,20,5,26,6,25,15,4,7,24,14,19,2,12,11,10,9,8,1,3,17,18,13,16/E:(5,6)(7,8)(21,22)(23,24)/CRV:26.6/rA:26OCOCCCCNNNNCSCCSOOCCCCCCCC/rB:d1;s2;s2;d4;s5;d6;s7;s8;d9;s10;s8d11;s12;s13;w?14;s15;d16;d16;s16;d19;s20;d21;s22;s14s19d23;s7;s4d25;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL3419558	PMID:25634295	2015.0	PMID:25634295	2015	1	0	0	0	0		=	  5.120;  5.120	5.12	0.0	0.0	2.0	5.12	0.0
686923	GOZSENVKDRJTND_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.408421	O=C(NCC1CCNCC1)c1cc(-c2ccc(-c3cocc3)cc2)c(-c2ccc(-c3cocc3)cc2)s1	GOZSENVKDRJTND	GOZSENVKDRJTND-UHFFFAOYSA-N	InChI=1S/C31H28N2O3S/c34-31(33-18-21-9-13-32-14-10-21)29-17-28(24-5-1-22(2-6-24)26-11-15-35-19-26)30(37-29)25-7-3-23(4-8-25)27-12-16-36-20-27/h1-8,11-12,15-17,19-21,32H,9-10,13-14,18H2,(H,33,34)	"""AuxInfo=1/1/N:16,23,28,35,15,24,27,36,6,10,22,34,7,9,21,33,12,4,19,31,5,17,29,14,26,18,30,13,11,25,2,8,3,1,20,32,37/E:(1,2)(3,4)(5,6)(7,8)(9,10)(13,14)/rA:37OCNCCCCNCCCCCCCCCCCOCCCCCCCCCCCOCCCCS/rB:d1;s2;s3;s4;s5;s6;s7;s8;s5s9;s2;d11;s12;s13;d14;s15;d16;s17;d18;s19;s20;s18d21;s17;s14d23;d13;s25;d26;s27;d28;s29;d30;s31;s32;s30d33;s29;s26d35;s11s25;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL4346049	PMID:32314924	2020.0	PMID:32314924	2020	1	0	0	0	0		=	  5.800;  5.800	5.8	0.0	0.0	2.0	5.8	0.0
696995	GRAFKVRBLJRCBH_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.296397	N=C(N)NCCCC1NC(=O)C(=Cc2ccc(O)c(OCCC(NC(=O)CC(O)(CC(=O)O)C(=O)O)C(=O)O)c2)NC1=O	GRAFKVRBLJRCBH	GRAFKVRBLJRCBH-UHFFFAOYSA-N	InChI=1S/C25H32N6O12/c26-24(27)28-6-1-2-13-20(36)31-15(21(37)30-13)8-12-3-4-16(32)17(9-12)43-7-5-14(22(38)39)29-18(33)10-25(42,23(40)41)11-19(34)35/h3-4,8-9,13-14,32,42H,1-2,5-7,10-11H2,(H,29,33)(H,30,37)(H,31,36)(H,34,35)(H,38,39)(H,40,41)(H4,26,27,28)	"""AuxInfo=1/1/N:6,7,15,16,22,5,21,13,40,27,30,14,8,23,12,17,19,25,31,42,10,37,34,2,28,1,3,4,24,9,41,18,26,32,33,43,11,38,39,35,36,29,20/E:(26,27)(34,35)(38,39)(40,41)/rA:43NCNNCCCCNCOCCCCCCOCOCCCNCOCCOCCOOCOOCOOCNCO/rB:d1;s2;s2;s4;s5;s6;s7;s8;s9;d10;s10;w?12;s13;d14;s15;d16;s17;s17;s19;s20;s21;s22;s23;s24;d25;s25;s27;s28;s28;s30;d31;s31;s28;d34;s34;s23;d37;s37;s14d19;s12;s8s41;d42;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL4407056;CHEMBL3778085;CHEMBL3778085;CHEMBL4407056	PMID:26701186	2016.0	PMID:31195169;PMID:26701186;PMID:26701186;PMID:31195169	2019;2016;2016;2019	1	0	0	0	0		=	  7.660;  7.660;  7.660;  7.660	7.66	0.0	0.0	4.0	7.66	0.0
698397	GRISDDUMMRDKDQ_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.259019	O=C(O)CCSc1c(O)c2c(cccc2)c(NS(=O)(=O)c2ccc(Br)cc2)c1	GRISDDUMMRDKDQ	GRISDDUMMRDKDQ-UHFFFAOYSA-N	InChI=1S/C19H16BrNO5S2/c20-12-5-7-13(8-6-12)28(25,26)21-16-11-17(27-10-9-18(22)23)19(24)15-4-2-1-3-14(15)16/h1-8,11,21,24H,9-10H2,(H,22,23)	"""AuxInfo=1/1/N:13,14,12,15,23,26,22,27,4,5,28,24,21,11,10,16,7,2,8,25,17,1,3,9,19,20,6,18/E:(5,6)(7,8)(22,23)(25,26)/CRV:28.6/rA:28OCOCCSCCOCCCCCCCNSOOCCCCBrCCC/rB:d1;s2;s2;s4;s5;s6;d7;s8;s8;d10;s11;d12;s13;s10d14;s11;s16;s17;d18;d18;s18;d21;s22;d23;s24;s24;s21d26;s7d16;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL3419558	PMID:25634295	2015.0	PMID:25634295	2015	1	0	0	0	0		=	  6.000;  6.000	6.0	0.0	0.0	2.0	6.0	0.0
699769	GRQTUBDHNCZGPU_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.423251	COc1c(OC)cc2c(c1)CCC[n+]1c-2cc2ccc(OC)c(OC)c2c1	GRQTUBDHNCZGPU	GRQTUBDHNCZGPU-UHFFFAOYSA-N	InChI=1S/C22H24NO4/c1-24-19-8-7-15-10-18-16-12-21(26-3)20(25-2)11-14(16)6-5-9-23(18)13-17(15)22(19)27-4/h7-8,10-13H,5-6,9H2,1-4H3/q+1	"""AuxInfo=1/0/N:22,1,6,25,12,11,18,19,13,16,10,7,27,9,17,8,26,15,20,3,4,23,14,21,2,5,24/CRV:23+1/rA:27COCCOCCCCCCCCN+CCCCCCOCCOCCC/rB:s1;s2;d3;s4;s5;s4;d7;s8;s3d9;s9;s11;s12;s13;s8d14;s15;d16;s17;d18;s19;s20;s21;d20;s23;s24;s17s23;s14d26;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL4407052	PMID:31195169	2019.0	PMID:31195169	2019	1	0	0	0	0		=	  6.380;  6.380	6.38	0.0	0.0	2.0	6.38	0.0
699941	GRRZEANMEXRFAJ_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.408416	COc1ccc(-c2ccc(-c3c(-c4ccc(-c5ccc(OC)cc5)cc4)sc(CNCC4CCNCC4)c3)cc2)cc1	GRRZEANMEXRFAJ	GRRZEANMEXRFAJ-UHFFFAOYSA-N	InChI=1S/C37H38N2O2S/c1-40-33-15-11-29(12-16-33)27-3-7-31(8-4-27)36-23-35(25-39-24-26-19-21-38-22-20-26)42-37(36)32-9-5-28(6-10-32)30-13-17-34(41-2)18-14-30/h3-18,23,26,38-39H,19-22,24-25H2,1-2H3	"""AuxInfo=1/0/N:1,22,8,40,15,25,9,39,14,26,5,41,18,24,4,42,19,23,33,37,34,36,38,31,29,32,7,16,6,17,10,13,3,20,28,11,12,35,30,2,21,27/E:(3,4)(5,6)(7,8)(9,10)(11,12)(13,14)(15,16)(17,18)(19,20)(21,22)/rA:42COCCCCCCCCCCCCCCCCCCOCCCCCSCCNCCCCNCCCCCCC/rB:s1;s2;d3;s4;d5;s6;d7;s8;d9;s10;d11;s12;d13;s14;d15;s16;d17;s18;d19;s20;s21;s20;s17d23;s16;s13d25;s12;s27;s28;s29;s30;s31;s32;s33;s34;s35;s32s36;s11d28;s10;s7d39;s6;s3d41;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL4346049	PMID:32314924	2020.0	PMID:32314924	2020	1	0	0	0	0		=	  5.130;  5.130	5.13	0.0	0.0	2.0	5.13	0.0
702692	GSJQASFFAVJQAC_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.437812	CC(C)COc1cc(C(=O)O)ccc1NC(=O)c1ccc(NC(=O)c2ccc(N)c(OC(C)C)c2)c(OCC(C)C)c1	GSJQASFFAVJQAC	GSJQASFFAVJQAC-UHFFFAOYSA-N	InChI=1S/C32H39N3O7/c1-18(2)16-40-28-14-22(31(37)35-26-12-9-23(32(38)39)15-29(26)41-17-19(3)4)8-11-25(28)34-30(36)21-7-10-24(33)27(13-21)42-20(5)6/h7-15,18-20H,16-17,33H2,1-6H3,(H,34,36)(H,35,37)(H,38,39)	"""AuxInfo=1/1/N:40,41,1,3,33,34,26,19,12,27,20,13,35,42,7,38,4,39,2,32,25,18,8,28,21,14,30,36,6,23,16,9,29,22,15,24,17,10,11,37,5,31/E:(1,2)(3,4)(5,6)(38,39)/rA:42CCCCOCCCCOOCCCNCOCCCCNCOCCCCNCOCCCCCOCCCCC/rB:s1;s2;s2;s4;s5;d6;s7;s8;d9;s9;d8;s12;s6d13;s14;s15;d16;s16;d18;s19;d20;s21;s22;d23;s23;d25;s26;d27;s28;s28;s30;s31;s32;s32;s25d30;s21;s36;s37;s38;s39;s39;s18d36;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL4481815	PMID:30819620	2019.0	PMID:30819620	2019	1	0	0	0	0		=	  4.620;  4.620	4.62	0.0	0.0	2.0	4.62	0.0
736332	GZMWQFSMHXLJCP_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.259012	O=[N+]([O-])c1c(Sc2nnnn2-c2ccccc2)cc(Cl)c2nonc12	GZMWQFSMHXLJCP	GZMWQFSMHXLJCP-UHFFFAOYSA-N	InChI=1S/C13H6ClN7O3S/c14-8-6-9(12(21(22)23)11-10(8)16-24-17-11)25-13-15-18-19-20(13)7-4-2-1-3-5-7/h1-6H	"""AuxInfo=1/0/N:15,14,16,13,17,18,12,19,5,21,25,4,7,20,8,22,24,9,10,11,2,1,3,23,6/E:(2,3)(4,5)(22,23)/CRV:21.5/rA:25ON+O-CCSCNNNNCCCCCCCCClCNONC/rB:d1;s2;s2;d4;s5;s6;d7;s8;d9;s7s10;s11;d12;s13;d14;s15;s12d16;s5;d18;s19;s19;d21;s22;s23;s4s21d24;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL3419558	PMID:25634295	2015.0	PMID:25634295	2015	1	0	0	0	0		=	  5.960;  5.960	5.96	0.0	0.0	2.0	5.96	0.0
738064	GZUIXWVKCXTCGT_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.422732	Cc1c2c(O)nccn2c(-c2cc(NS(C)(=O)=O)ccc2Cc2ccccc2)c1	GZUIXWVKCXTCGT	GZUIXWVKCXTCGT-UHFFFAOYSA-N	InChI=1S/C22H21N3O3S/c1-15-12-20(25-11-10-23-22(26)21(15)25)19-14-18(24-29(2,27)28)9-8-17(19)13-16-6-4-3-5-7-16/h3-12,14,24H,13H2,1-2H3,(H,23,26)	"""AuxInfo=1/1/N:1,16,26,25,27,24,28,20,19,7,8,29,22,12,2,23,21,13,11,10,3,4,6,14,9,5,17,18,15/E:(4,5)(6,7)(27,28)/CRV:29.6/rA:29CCCCONCCNCCCCNSCOOCCCCCCCCCCC/rB:s1;d2;s3;s4;d4;s6;d7;s3s8;s9;s10;d11;s12;s13;s14;s15;d15;d15;d13;s19;s11d20;s21;s22;d23;s24;d25;s26;s23d27;s2d10;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL4405045	PMID:32208600	2020.0	PMID:32208600	2020	1	0	0	0	0		=	  4.810;  4.810	4.81	0.0	0.0	2.0	4.81	0.0
772975	HGYKTRJMLUZZLV_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.443165	Cn1cc(-c2ccc3c(C(=O)C(NCCc4ccc(C#N)cc4)c4ccccc4)c[nH]c3n2)cn1	HGYKTRJMLUZZLV	HGYKTRJMLUZZLV-UHFFFAOYSA-N	InChI=1S/C28H24N6O/c1-34-18-22(16-32-34)25-12-11-23-24(17-31-28(23)33-25)27(35)26(21-5-3-2-4-6-21)30-14-13-19-7-9-20(15-29)10-8-19/h2-12,16-18,26,30H,13-14H2,1H3,(H,31,33)	"""AuxInfo=1/1/N:1,27,26,28,25,29,17,23,18,22,7,6,15,14,20,34,30,3,16,19,24,4,8,9,5,12,10,32,21,13,31,35,33,2,11/E:(3,4)(5,6)(7,8)(9,10)/rA:35CNCCCCCCCCOCNCCCCCCCNCCCCCCCCCNCNCN/rB:s1;s2;d3;s4;d5;s6;d7;s8;s9;d10;s10;s12;s13;s14;s15;d16;s17;d18;s19;t20;s19;s16d22;s12;d24;s25;d26;s27;s24d28;d9;s30;s8s31;s5d32;s4;s2d34;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL4619245	PMID:32551019	2020.0	PMID:32551019	2020	1	0	0	0	0		=	  7.440;  7.440	7.44	0.0	0.0	2.0	7.44	0.0
776766	HHRCOABDJJBRDM_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.260563	COc1ccc(C=C2C(=O)N(Cc3ccccc3)C(=O)N(Cc3ccccc3)C2=O)cc1O	HHRCOABDJJBRDM	HHRCOABDJJBRDM-UHFFFAOYSA-N	InChI=1S/C26H22N2O5/c1-33-23-13-12-20(15-22(23)29)14-21-24(30)27(16-18-8-4-2-5-9-18)26(32)28(25(21)31)17-19-10-6-3-7-11-19/h2-15,29H,16-17H2,1H3	"""AuxInfo=1/0/N:1,16,26,15,17,25,27,14,18,24,28,5,4,7,31,12,22,13,23,6,8,32,3,9,29,19,11,21,33,10,30,20,2/E:(2,3)(4,5,6,7)(8,9,10,11)(16,17)(18,19)(24,25)(27,28)(30,31)/rA:33COCCCCCCCONCCCCCCCCONCCCCCCCCOCCO/rB:s1;s2;d3;s4;d5;s6;w?7;s8;d9;s9;s11;s12;d13;s14;d15;s16;s13d17;s11;d19;s19;s21;s22;d23;s24;d25;s26;s23d27;s8s21;d29;s6;s3d31;s32;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL3424792	PMID:25730130	2015.0	PMID:25730130	2015	1	0	0	0	0		=	  5.230;  5.230	5.23	0.0	0.0	2.0	5.23	0.0
786103	HJQUBZLZMYZANN_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.260567	CC(C)CN1C(=O)C(=Cc2ccc(O)cc2)C(=O)N(CC(C)C)C1=O	HJQUBZLZMYZANN	HJQUBZLZMYZANN-UHFFFAOYSA-N	InChI=1S/C19H24N2O4/c1-12(2)10-20-17(23)16(9-14-5-7-15(22)8-6-14)18(24)21(19(20)25)11-13(3)4/h5-9,12-13,22H,10-11H2,1-4H3	"""AuxInfo=1/0/N:1,3,22,23,11,16,12,15,9,4,20,2,21,10,13,8,6,17,24,5,19,14,7,18,25/E:(1,2,3,4)(5,6)(7,8)(10,11)(12,13)(17,18)(20,21)(23,24)/rA:25CCCCNCOCCCCCCOCCCONCCCCCO/rB:s1;s2;s2;s4;s5;d6;s6;w?8;s9;d10;s11;d12;s13;s13;s10d15;s8;d17;s17;s19;s20;s21;s21;s5s19;d24;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL3424792	PMID:25730130	2015.0	PMID:25730130	2015	1	0	0	0	0		=	  5.070;  5.070	5.07	0.0	0.0	2.0	5.07	0.0
812699	HPDNPZWCOOOGAP_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.260570	COc1cc(C=C2C(=O)N(CC(C)C)C(=O)N(CC(C)C)C2=O)ccc1O	HPDNPZWCOOOGAP	HPDNPZWCOOOGAP-UHFFFAOYSA-N	InChI=1S/C20H26N2O5/c1-12(2)10-21-18(24)15(19(25)22(20(21)26)11-13(3)4)8-14-6-7-16(23)17(9-14)27-5/h6-9,12-13,23H,10-11H2,1-5H3	"""AuxInfo=1/0/N:13,14,20,21,1,24,25,6,4,11,18,12,19,5,7,26,3,8,22,15,10,17,27,9,23,16,2/E:(1,2,3,4)(10,11)(12,13)(18,19)(21,22)(24,25)/rA:27COCCCCCCONCCCCCONCCCCCOCCCO/rB:s1;s2;d3;s4;s5;w?6;s7;d8;s8;s10;s11;s12;s12;s10;d15;s15;s17;s18;s19;s19;s7s17;d22;d5;s24;s3d25;s26;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL3424792	PMID:25730130	2015.0	PMID:25730130	2015	1	0	0	0	0		=	  5.380;  5.380	5.38	0.0	0.0	2.0	5.38	0.0
841098	HVEHXIPAOUDSBK_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.408413	CC(C)(C)c1ccc(-c2c(-c3ccc(C(C)(C)C)cc3)sc(CNC3CCNCC3)c2)cc1	HVEHXIPAOUDSBK	HVEHXIPAOUDSBK-UHFFFAOYSA-N	InChI=1S/C30H40N2S/c1-29(2,3)23-11-7-21(8-12-23)27-19-26(20-32-25-15-17-31-18-16-25)33-28(27)22-9-13-24(14-10-22)30(4,5)6/h7-14,19,25,31-32H,15-18,20H2,1-6H3	"""AuxInfo=1/0/N:1,3,4,16,17,18,7,32,12,20,6,33,13,19,26,30,27,29,31,23,8,11,5,14,25,22,9,10,2,15,28,24,21/E:(1,2,3)(4,5,6)(7,8)(9,10)(11,12)(13,14)(15,16)(17,18)/rA:33CCCCCCCCCCCCCCCCCCCCSCCNCCCNCCCCC/rB:s1;s2;s2;s2;d5;s6;d7;s8;d9;s10;d11;s12;d13;s14;s15;s15;s15;s14;s11d19;s10;s21;s22;s23;s24;s25;s26;s27;s28;s25s29;s9d22;s8;s5d32;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL4346049	PMID:32314924	2020.0	PMID:32314924	2020	1	0	0	0	0		=	  5.300;  5.300	5.3	0.0	0.0	2.0	5.3	0.0
856821	HYFPEYVTCZZGEB_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.408415	c1cc(-c2ccc(-c3c(-c4ccc(-c5cocc5)cc4)sc(CNCC4CCNCC4)c3)cc2)co1	HYFPEYVTCZZGEB	HYFPEYVTCZZGEB-UHFFFAOYSA-N	InChI=1S/C31H30N2O2S/c1-5-25(6-2-23(1)27-11-15-34-20-27)30-17-29(19-33-18-22-9-13-32-14-10-22)36-31(30)26-7-3-24(4-8-26)28-12-16-35-21-28/h1-8,11-12,15-17,20-22,32-33H,9-10,13-14,18-19H2	"""AuxInfo=1/0/N:5,34,12,19,6,33,11,20,27,31,2,18,28,30,1,17,32,25,23,35,15,26,4,13,7,10,3,14,22,8,9,29,24,36,16,21/E:(1,2)(3,4)(5,6)(7,8)(9,10)(13,14)/rA:36CCCCCCCCCCCCCCCOCCCCSCCNCCCCNCCCCCCO/rB:d1;s2;s3;d4;s5;d6;s7;d8;s9;d10;s11;d12;s13;d14;s15;s16;s14d17;s13;s10d19;s9;s21;s22;s23;s24;s25;s26;s27;s28;s29;s26s30;s8d22;s7;s4d33;d3;s1s35;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL4346049	PMID:32314924	2020.0	PMID:32314924	2020	1	0	0	0	0		=	  5.770;  5.770	5.77	0.0	0.0	2.0	5.77	0.0
872781	IBKQTWFTUAMVHM_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.411748	Cc1c(C)cc([N+](=O)[O-])c(-c2ccc(C=C(C#N)C(=O)Nc3ccc(C(=O)O)cc3)o2)c1	IBKQTWFTUAMVHM	IBKQTWFTUAMVHM-UHFFFAOYSA-N	InChI=1S/C23H17N3O6/c1-13-9-19(20(26(30)31)10-14(13)2)21-8-7-18(32-21)11-16(12-24)22(27)25-17-5-3-15(4-6-17)23(28)29/h3-11H,1-2H3,(H,25,27)(H,28,29)	"""AuxInfo=1/1/N:1,4,24,29,23,30,13,12,32,5,15,17,2,3,25,16,22,14,10,6,11,19,26,18,21,7,20,27,28,8,9,31/E:(3,4)(5,6)(28,29)(30,31)/CRV:26.5/rA:32CCCCCCN+OO-CCCCCCCCNCONCCCCCOOCCOC/rB:s1;d2;s3;s3;d5;s6;d7;s7;s6;s10;d11;s12;d13;s14;w?15;s16;t17;s16;d19;s19;s21;d22;s23;d24;s25;d26;s26;s25;s22d29;s11s14;s2d10;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL4361756	PMID:31306905	2019.0	PMID:31306905	2019	1	0	0	0	0		=	  5.150;  5.150	5.15	0.0	0.0	2.0	5.15	0.0
873498	IBPGRSASCGUKNK_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.403530;ChEMBL31.compound.403526;ChEMBL31.compound.403526;ChEMBL31.compound.403530	CNC(=O)Nc1cc2c(cc1)C1(CC2)OC(=O)N(CC(=O)N2Cc3c(cccc3)CCC2C(F)(F)F)C1=O	IBPGRSASCGUKNK	IBPGRSASCGUKNK-UHFFFAOYSA-N	InChI=1S/C26H25F3N4O5/c1-30-23(36)31-18-7-8-19-16(12-18)10-11-25(19)22(35)33(24(37)38-25)14-21(34)32-13-17-5-3-2-4-15(17)6-9-20(32)26(27,28)29/h2-5,7-8,12,20H,6,9-11,13-14H2,1H3,(H2,30,31,36)	"""AuxInfo=1/1/N:1,27,28,26,29,30,11,10,31,14,13,7,23,19,25,8,24,6,9,32,20,37,3,16,12,33,34,35,36,2,5,22,18,21,38,4,17,15/E:(27,28,29)/rA:38CNCONCCCCCCCCCOCONCCONCCCCCCCCCCCFFFCO/rB:s1;s2;d3;s3;s5;d6;s7;d8;s9;s6d10;s9;s12;s8s13;s12;s15;d16;s16;s18;s19;d20;s20;s22;s23;d24;s25;d26;s27;s24d28;s25;s30;s22s31;s32;s33;s33;s33;s12s18;d37;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL4325427	PMID:31910017	2020.0	PMID:31910017	2020	1	0	0	0	0		=	  8.590;  8.000;  8.000;  8.590	8.295	0.295	0.17	4.0	8.295	0.295
874321	IBSPXLZTKJQZHV_on_Q09472_WT	High	ChEMBL31	ChEMBL31.compound.422720	Cc1c2c(O)nccn2c(-c2cc(CS(C)(=O)=O)cnc2Oc2ccc(F)cc2F)c1	IBSPXLZTKJQZHV	IBSPXLZTKJQZHV-UHFFFAOYSA-N	InChI=1S/C21H17F2N3O4S/c1-12-7-17(26-6-5-24-20(27)19(12)26)15-8-13(11-31(2,28)29)10-25-21(15)30-18-4-3-14(22)9-16(18)23/h3-10H,11H2,1-2H3,(H,24,27)	"""AuxInfo=1/1/N:1,16,25,24,7,8,31,12,28,19,14,2,13,26,11,29,10,23,3,4,21,27,30,6,20,9,5,17,18,22,15/E:(28,29)/CRV:31.6/rA:31CCCCONCCNCCCCCSCOOCNCOCCCCFCCFC/rB:s1;d2;s3;s4;d4;s6;d7;s3s8;s9;s10;d11;s12;s13;s14;s15;d15;d15;d13;s19;s11d20;s21;s22;d23;s24;d25;s26;s26;s23d28;s29;s2d10;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL4405045	PMID:32208600	2020.0	PMID:32208600	2020	1	0	0	0	0		=	  5.660;  5.660	5.66	0.0	0.0	2.0	5.66	0.0
877269	ICIJDHUPWYQXGB_on_Q09472_WT	Medium	ChEMBL31	ChEMBL31.compound.147406	CC(=O)Nc1ccc(N=Nc2c(S(=O)(=O)O)cc3cc(NC(=O)Nc4cc5c(cc4)c(O)c(N=Nc4ccccc4)c(S(=O)(=O)O)c5)ccc3c2O)cc1	ICIJDHUPWYQXGB	ICIJDHUPWYQXGB-UHFFFAOYSA-N	InChI=1S/C35H27N7O10S2/c1-19(43)36-22-7-9-24(10-8-22)40-42-32-30(54(50,51)52)18-21-16-26(12-14-28(21)34(32)45)38-35(46)37-25-11-13-27-20(15-25)17-29(53(47,48)49)31(33(27)44)41-39-23-5-3-2-4-6-23/h2-18,44-45H,1H3,(H,36,43)(H2,37,38,46)(H,47,48,49)(H,50,51,52)	"""AuxInfo=1/1/N:1,39,38,40,37,41,6,54,7,53,30,48,29,49,26,19,47,17,2,27,18,5,36,8,25,20,28,50,42,12,33,11,31,51,22,4,24,21,35,9,34,10,3,32,52,23,44,45,46,14,15,16,43,13/E:(3,4)(5,6)(7,8)(9,10)(47,48,49)(50,51,52)/CRV:53.6,54.6/rA:54CCONCCCCNNCCSOOOCCCCNCONCCCCCCCOCNNCCCCCCCSOOOCCCCCOCC/rB:s1;d2;s2;s4;d5;s6;d7;s8;w?9;s10;d11;s12;d13;d13;s13;s12;d17;s18;d19;s20;s21;d22;s22;s24;d25;s26;d27;s28;s25d29;s28;s31;d31;s33;w?34;s35;d36;s37;d38;s39;s36d40;s33;s42;d43;d43;s43;s27d42;s20;d48;s18s49;s11d50;s51;s8;s5d53;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"""	Q09472_WT	ChEMBL:CHEMBL3784;ChEMBL:CHEMBL3784	Q09472	WT	CHEMBL1273742	PMID:20666457	2010.0	PMID:20666457	2010	1	0	0	0	0		=	  4.860;  4.860	4.86	0.0	0.0	2.0	4.86	0.0
